,,mass,airspeed,lift,cl,CDind,CDff,e,wing_l,fs_v,Cd0,Cd,drag,power,solar_power
MH45,2,7.0,10.0,68.67,0.8723055912509058,0.0126831,0.0128361,0.9923,68.67,10.0,0.016992255350626772,0.02967535535062677,2.336115545247486,71.88047831530726,168
MH45,3,8.0,10.0,78.48,0.9969206757153208,0.0165275,0.016789,0.9923,78.48,10.0,0.022844355218952086,0.03937185521895209,3.099447401235069,95.36761234569441,168
MH45,4,9.0,10.0,88.29,1.121535760179736,0.0208619,0.0212824,0.9922,88.29,10.0,0.03308503555292775,0.05394693555292775,4.246832877807376,130.67178085561153,168
MH45,5,10.0,10.0,98.10000000000001,1.2461508446441512,0.0256769,0.0263215,0.9922,98.10000000000001,10.0,0.04944313997577472,0.07512003997577472,5.913630723997832,181.9578684307025,168
MH45,6,11.0,10.0,107.91000000000001,1.3707659291085663,0.0309618,0.0319122,0.9922,107.91000000000001,10.0,0.0739227911497353,0.10488459114973529,8.256767979583719,254.05439937180674,168
MH45,7,12.0,10.0,117.72,1.4953810135729813,0.0367042,0.0380612,0.9922,117.72,10.0,0.108803390776073,0.145507590776073,11.454708486121444,352.45256880373677,168
MH45,8,13.0,10.0,127.53,1.6199960980373964,0.0428899,0.044776,0.9922,127.53,10.0,0.15663961959507283,0.19952951959507284,15.707445014705362,483.3060004524727,168
MH45,9,14.0,10.0,137.34,1.7446111825018116,0.0495026,0.0520647,0.9922,137.34,10.0,0.22026143738604098,0.269764037386041,21.236475649244213,653.4300199767449,168
MH45,10,15.0,10.0,147.15,1.8692262669662265,0.0565237,0.0599366,0.9922,147.15,10.0,0.302774082967305,0.359297782967305,28.284788041978768,870.3011705224235,168
MH45,11,5.0,11.0,49.050000000000004,0.5149383655554344,0.0044407,0.0044597,0.9924,49.050000000000004,11.0,0.01190112059426149,0.01634182059426149,1.5566257124460376,52.685793344327415,168
MH45,12,6.0,11.0,58.86,0.6179260386665212,0.0063877,0.0064266,0.9923,58.86,11.0,0.012231537283273676,0.018619237283273676,1.7735590312045952,60.0281518253863,168
MH45,13,7.0,11.0,68.67,0.720913711777608,0.008683,0.0087546,0.9923,68.67,11.0,0.013104061643922225,0.021787061643922224,2.075307347670023,70.24117176729307,168
MH45,14,8.0,11.0,78.48,0.8239013848886949,0.0113236,0.0114455,0.9923,78.48,11.0,0.014950931505840304,0.026274531505840304,2.502757332853515,84.70870972734973,168
MH45,15,9.0,11.0,88.29,0.9268890579997818,0.0143062,0.0145013,0.9923,88.29,11.0,0.01831676954839648,0.03262296954839648,3.1074722013048124,105.175982198009,168
MH45,16,10.0,11.0,98.10000000000001,1.0298767311108687,0.0176265,0.0179246,0.9922,98.10000000000001,11.0,0.023858583300694715,0.04148508330069471,3.9516250332293796,133.74730881699438,168
MH45,17,11.0,11.0,107.91000000000001,1.1328644042219556,0.0212799,0.0217179,0.9922,107.91000000000001,11.0,0.032345765141574355,0.05362566514157435,5.108065452371231,172.8883691571801,168
MH45,18,12.0,11.0,117.72,1.2358520773330424,0.025261,0.0258842,0.9922,117.72,11.0,0.04466009229961012,0.06992109229961012,6.660271998953764,225.42459073381966,168
MH45,19,13.0,11.0,127.53,1.3388397504441292,0.0295637,0.030427,0.9922,127.53,11.0,0.061795726853112166,0.09135942685311216,8.702361655091599,294.5414714031002,168
MH45,20,14.0,11.0,137.34,1.441827423555216,0.0341812,0.0353498,0.9922,137.34,11.0,0.08485921573012604,0.11904041573012605,11.339089844790577,383.7845793621426,168
MH45,21,15.0,11.0,147.15,1.544815096666303,0.0391059,0.0406568,0.9922,147.15,11.0,0.11506949070843263,0.1541753907084326,14.685840908535917,497.0592307504464,168
MH45,22,5.0,12.0,49.050000000000004,0.4326912655014414,0.0031377,0.0031473,0.9924,49.050000000000004,12.0,0.011266286060814335,0.014403986060814335,1.632839792742684,60.2894692704991,168
MH45,23,6.0,12.0,58.86,0.5192295186017296,0.0045149,0.0045345,0.9924,58.86,12.0,0.011409688842889336,0.015924588842889335,1.8052157393066672,66.65411960516926,168
MH45,24,7.0,12.0,68.67,0.6057677717020179,0.0061396,0.0061756,0.9923,68.67,12.0,0.011718412989104542,0.01785801298910454,2.0243892284270295,74.74667920345955,168
MH45,25,8.0,12.0,78.48,0.6923060248023062,0.0080106,0.0080716,0.9923,78.48,12.0,0.012354879622412692,0.02036547962241269,2.308636330621781,85.24195682295806,168
MH45,26,9.0,12.0,88.29,0.7788442779025945,0.0101261,0.0102234,0.9923,88.29,12.0,0.013530680643385645,0.023656780643385646,2.6817391130216857,99.01805955772379,168
MH45,27,10.0,12.0,98.10000000000001,0.8653825310028828,0.012484,0.0126323,0.9923,98.10000000000001,12.0,0.015506578730214382,0.027990578730214384,3.1730196474521675,117.15764852131079,168
MH45,28,11.0,12.0,107.91000000000001,0.951920784103171,0.0150823,0.0152995,0.9923,107.91000000000001,12.0,0.018592507338709003,0.033674807338709006,3.8173853545425325,140.9496130908012,168
MH45,29,12.0,12.0,117.72,1.0384590372034592,0.0179183,0.0182265,0.9922,117.72,12.0,0.02314757070229872,0.041065870702298723,4.655238315507533,171.88572241873965,168
MH45,30,13.0,12.0,127.53,1.1249972903037475,0.0209892,0.021415,0.9922,127.53,12.0,0.029580043832031878,0.050569243832031874,5.7325432883111915,211.66313679918244,168
MH45,31,14.0,12.0,137.34,1.2115355434040358,0.0242917,0.0248667,0.9922,137.34,12.0,0.03834737251657594,0.06263907251657594,7.100782363557591,262.1827334236649,168
MH45,32,15.0,12.0,147.15,1.298073796504324,0.0278225,0.0285836,0.9922,147.15,12.0,0.049956173322217474,0.07777867332221747,8.817011644627383,325.5511991862418,168
MH45,33,5.0,13.0,49.050000000000004,0.368683681847382,0.0022792,0.0022843,0.9925,49.050000000000004,13.0,0.010679785165663218,0.012958985165663219,1.7240747385150226,68.9629895406009,168
MH45,34,6.0,13.0,58.86,0.44242041821685835,0.0032802,0.0032906,0.9924,58.86,13.0,0.010786943698746719,0.01406714369874672,1.8715051205036843,74.86020482014737,168
MH45,35,7.0,13.0,68.67,0.5161571545863348,0.0044617,0.0044809,0.9924,68.67,13.0,0.010950497173172835,0.015412197173172836,2.0504522130086125,82.01808852034449,168
MH45,36,8.0,13.0,78.48,0.5898938909558111,0.0058231,0.0058555,0.9923,78.48,13.0,0.01123018608925882,0.01705328608925882,2.268784119999112,90.75136479996446,168
MH45,37,9.0,13.0,88.29,0.6636306273252875,0.0073635,0.007415,0.9923,88.29,13.0,0.01170814430464602,0.019071644304646022,2.537308265056674,101.49233060226696,168
MH45,38,10.0,13.0,98.10000000000001,0.737367363694764,0.0090817,0.0091601,0.9923,98.10000000000001,13.0,0.012488899034299878,0.021570599034299878,2.8697713913749725,114.7908556549989,168
MH45,39,11.0,13.0,107.91000000000001,0.8111041000642404,0.0109768,0.0110913,0.9923,107.91000000000001,13.0,0.013699370850509936,0.024676170850509938,3.2829393862854723,131.3175754514189,168
MH45,40,12.0,13.0,117.72,0.8848408364337167,0.0130474,0.0132094,0.9923,117.72,13.0,0.015488873682889828,0.02853627368288983,3.79649084855662,151.8596339422648,168
MH45,41,13.0,13.0,127.53,0.9585775728031931,0.015292,0.0155154,0.9923,127.53,13.0,0.018029114818377295,0.033321114818377295,4.433070304744252,177.32281218977005,168
MH45,42,14.0,13.0,137.34,1.0323143091726696,0.0177091,0.0180101,0.9922,137.34,13.0,0.021514194901234168,0.03922329490123416,5.2183015132791875,208.7320605311675,168
MH45,43,15.0,13.0,147.15,1.106051045542146,0.0202969,0.0206945,0.9922,147.15,13.0,0.02616060793304637,0.04645750793304637,6.180747552204434,247.2299020881774,168
MH45,44,5.0,14.0,49.050000000000004,0.317895623633712,0.0016951,0.0016979,0.9925,49.050000000000004,14.0,0.010110788456209614,0.011805888456209614,1.8216005057191729,78.46894486174898,168
MH45,45,6.0,14.0,58.86,0.38147474836045436,0.0024399,0.0024457,0.9924,58.86,14.0,0.010201691994602193,0.012641591994602193,1.9505461580361336,84.02352680771037,168
MH45,46,7.0,14.0,68.67,0.44505387308719674,0.0033193,0.00333,0.9924,68.67,14.0,0.010323440025878941,0.013642740025878942,2.1050192217820696,90.67775109215069,168
MH45,47,8.0,14.0,78.48,0.5086329978139391,0.0043329,0.004351,0.9924,78.48,14.0,0.01049603764158273,0.014828937641582728,2.288044682734344,98.56192479471017,168
MH45,48,9.0,14.0,88.29,0.5722121225406815,0.0054803,0.0055091,0.9923,88.29,14.0,0.010749946846389895,0.016230246846389896,2.5042609857778517,107.87585784889208,168
MH45,49,10.0,14.0,98.10000000000001,0.635791247267424,0.0067609,0.0068045,0.9923,98.10000000000001,14.0,0.011126086558110225,0.017886986558110225,2.7598891757195783,118.8875337233049,168
MH45,50,11.0,14.0,107.91000000000001,0.6993703719941664,0.0081741,0.0082376,0.9923,107.91000000000001,14.0,0.011675832607686952,0.01984993260768695,3.062763756474039,131.93443874042015,168
MH45,51,12.0,14.0,117.72,0.7629494967209087,0.0097193,0.0098089,0.9923,117.72,14.0,0.012461017739196773,0.02218031773919677,3.4223326910632816,147.42356207657213,168
MH45,52,13.0,14.0,127.53,0.8265286214476512,0.0113955,0.0115189,0.9923,127.53,14.0,0.013553931609849839,0.02494943160984984,3.849595683246006,165.82873712444334,168
MH45,53,14.0,14.0,137.34,0.8901077461743935,0.013202,0.0133679,0.9923,137.34,14.0,0.015037320789989752,0.028239320789989752,4.3572121846666,187.69529410871505,168
MH45,54,15.0,14.0,147.15,0.9536868709011359,0.0151378,0.0153566,0.9923,147.15,14.0,0.01700438876309357,0.03214218876309357,4.959408817298824,213.6360721297955,168
MH45,55,5.0,15.0,49.050000000000004,0.27692240992092243,0.0012866,0.0012882,0.9926,49.050000000000004,15.0,0.009566374499550218,0.010852974499550219,1.9223377384118245,88.72328023439191,168
MH45,56,6.0,15.0,58.86,0.3323068919051069,0.0018521,0.0018554,0.9925,58.86,15.0,0.00963443855665339,0.011486538556653391,2.034558042322168,93.90267887640776,168
MH45,57,7.0,15.0,68.67,0.3876913738892914,0.0025199,0.0025261,0.9924,68.67,15.0,0.009731638159766349,0.012251538159766349,2.1700589233935323,100.1565656950861,168
MH45,58,8.0,15.0,78.48,0.4430758558734759,0.0032899,0.0033004,0.9924,78.48,15.0,0.009862830668159975,0.013152730668159975,2.3296830309163945,107.52383219614129,168
MH45,59,9.0,15.0,88.29,0.4984603378576604,0.0041617,0.0041784,0.9924,88.29,15.0,0.010037797366588757,0.014199497366588758,2.5150920289552077,116.08117056716343,168
MH45,60,10.0,15.0,98.10000000000001,0.5538448198418449,0.0051351,0.0051604,0.9923,98.10000000000001,15.0,0.010271243465290797,0.015406343465290797,2.72885515906172,125.94716118746399,168
MH45,61,11.0,15.0,107.91000000000001,0.6092293018260294,0.0062098,0.0062466,0.9923,107.91000000000001,15.0,0.010582798099987809,0.01679259809998781,2.9743961026469834,137.27982012216845,168
MH45,62,12.0,15.0,117.72,0.6646137838102139,0.0073852,0.0074371,0.9923,117.72,15.0,0.010997014331885123,0.018382214331885124,3.255957555896031,150.27496411827835,168
MH45,63,13.0,15.0,127.53,0.7199982657943983,0.008661,0.0087323,0.9923,127.53,15.0,0.011543369147671678,0.02020436914767168,3.578707505023849,165.17111561648534,168
MH45,64,14.0,15.0,137.34,0.7753827477785828,0.0100368,0.0101324,0.9923,137.34,15.0,0.012256263459520031,0.02229306345952003,3.9486683761047314,182.24623274329525,168
MH45,65,15.0,15.0,147.15,0.8307672297627673,0.0115119,0.0116378,0.9923,147.15,15.0,0.013175022105086347,0.02468692210508635,4.372681609986951,201.81607430709002,168
MH45,66,5.0,16.0,49.050000000000004,0.24338883684456075,0.0009941,0.0009949,0.9926,49.050000000000004,16.0,0.00926548147349614,0.01025958147349614,2.0676070348960707,101.78988479488348,168
MH45,67,6.0,16.0,58.86,0.29206660421347286,0.0014311,0.001433,0.9925,58.86,16.0,0.009304378109679054,0.010735478109679054,2.163514186215749,106.51146762908303,168
MH45,68,7.0,16.0,68.67,0.340744371582385,0.0019472,0.0019509,0.9925,68.67,16.0,0.009371007040733766,0.011318207040733766,2.2809511830755844,112.29298132064415,168
MH45,69,8.0,16.0,78.48,0.3894221389512972,0.0025424,0.0025488,0.9924,78.48,16.0,0.009465468322317604,0.012007868322317605,2.419938189629592,119.13541856637991,168
MH45,70,9.0,16.0,88.29,0.43809990632020934,0.0032165,0.0032266,0.9924,88.29,16.0,0.009590457336593515,0.012806957336593516,2.580978098683701,127.0635371659668,168
MH45,71,10.0,16.0,98.10000000000001,0.4867776736891215,0.0039694,0.0039846,0.9924,98.10000000000001,16.0,0.009751264792230048,0.013720664792230048,2.765116990508039,136.12883645578037,168
MH45,72,11.0,16.0,107.91000000000001,0.5354554410580337,0.0048007,0.0048228,0.9924,107.91000000000001,16.0,0.009955776724401372,0.014756476724401371,2.9738635210872157,146.40558873044753,168
MH45,73,12.0,16.0,117.72,0.5841332084269457,0.0057103,0.0057415,0.9923,117.72,16.0,0.010214474494787263,0.015924774494787262,3.209309839744902,157.99679211051824,168
MH45,74,13.0,16.0,127.53,0.6328109757958579,0.0066979,0.0067407,0.9923,127.53,16.0,0.010540434791573107,0.017238334791573107,3.4740308244566767,171.0292098194056,168
MH45,75,14.0,16.0,137.34,0.68148874316477,0.0077633,0.0078206,0.9923,137.34,16.0,0.01094932962944991,0.01871262962944991,3.7711445406623234,185.65634661722206,168
MH45,76,15.0,16.0,147.15,0.7301665105336822,0.0089061,0.0089815,0.9923,147.15,16.0,0.011459426349614282,0.020365526349614284,4.104251782453534,202.05547236694318,168
MH45,77,5.0,17.0,49.050000000000004,0.21559703194535487,0.0007801,0.0007806,0.9927,49.050000000000004,17.0,0.00915668479647281,0.00993678479647281,2.2606957520200344,118.25177779797102,168
MH45,78,6.0,17.0,58.86,0.2587164383344258,0.0011231,0.0011243,0.9926,58.86,17.0,0.009171172128364054,0.010294272128364054,2.342026897773979,122.50602234510042,168
MH45,79,7.0,17.0,68.67,0.3018358447234968,0.0015283,0.0015305,0.9925,68.67,17.0,0.009210030604134145,0.010738330604134145,2.4430536514356134,127.79049869047823,168
MH45,80,8.0,17.0,78.48,0.3449552511125678,0.0019956,0.0019995,0.9925,78.48,17.0,0.009271967874025728,0.011267567874025728,2.5634592426163016,134.08863730608348,168
MH45,81,9.0,17.0,88.29,0.3880746575016388,0.0025249,0.0025311,0.9924,88.29,17.0,0.00935722619101823,0.01188212619101823,2.703276034974197,141.40213106018876,168
MH45,82,10.0,17.0,98.10000000000001,0.43119406389070974,0.0031161,0.0031256,0.9924,98.10000000000001,17.0,0.009467582410827841,0.012583682410827841,2.8628855262142405,149.75093521736028,168
MH45,83,11.0,17.0,107.91000000000001,0.4743134702797807,0.0037691,0.0037829,0.9924,107.91000000000001,17.0,0.009606347991907531,0.01337544799190753,3.043018348088162,159.1732674384577,168
MH45,84,12.0,17.0,117.72,0.5174328766688516,0.0044838,0.0045031,0.9924,117.72,17.0,0.009778368995447045,0.014262168995447045,3.244754266394482,169.72560778063442,168
MH45,85,13.0,17.0,127.53,0.5605522830579226,0.0052599,0.0052864,0.9923,127.53,17.0,0.009990026085372894,0.015249926085372893,3.4694766794244667,181.480318616049,168
MH45,86,14.0,17.0,137.34,0.6036716894469936,0.0060974,0.0061329,0.9923,137.34,17.0,0.01024923452834837,0.01634663452834837,3.7189863718472345,194.53159483508608,168
MH45,87,15.0,17.0,147.15,0.6467910958360645,0.006996,0.0070426,0.9923,147.15,17.0,0.010565444193773537,0.017561444193773538,3.995365010047631,208.98832360249148,168
MH45,88,5.0,18.0,49.050000000000004,0.19230722911175172,0.0006208,0.000621,0.9927,49.050000000000004,18.0,0.009089602208927973,0.009710402208927972,2.4767411529346983,137.17335616253715,168
MH45,89,6.0,18.0,58.86,0.23076867493410202,0.0008937,0.0008944,0.9926,58.86,18.0,0.009085499884973905,0.009979199884973906,2.5453008533211636,140.97050879932598,168
MH45,90,7.0,18.0,68.67,0.26923012075645236,0.0012162,0.0012175,0.9926,68.67,18.0,0.009102927555663755,0.010319127555663755,2.6320030138397783,145.77247461266464,168
MH45,91,8.0,18.0,78.48,0.3076915665788027,0.0015881,0.0015905,0.9925,78.48,18.0,0.009140219239672896,0.010728319239672896,2.7363716961475295,151.55289394047853,168
MH45,92,9.0,18.0,88.29,0.3461530124011531,0.0020094,0.0020134,0.9925,88.29,18.0,0.00919665249376788,0.01120605249376788,2.858222633429466,158.3015612360935,168
MH45,93,10.0,18.0,98.10000000000001,0.38461445822350343,0.0024801,0.0024861,0.9924,98.10000000000001,18.0,0.00927244841280646,0.01175254841280646,2.997612218275833,166.02159978143072,168
MH45,94,11.0,18.0,107.91000000000001,0.42307590404585377,0.0030001,0.0030088,0.9924,107.91000000000001,18.0,0.009368771629737569,0.01236887162973757,3.1548119966206376,174.7280490436045,168
MH45,95,12.0,18.0,117.72,0.46153734986820405,0.0035692,0.0035816,0.9924,117.72,18.0,0.00948773031560133,0.01305693031560133,3.3303086677416456,184.4478646749219,168
MH45,96,13.0,18.0,127.53,0.4999987956905544,0.0041874,0.0042043,0.9924,127.53,18.0,0.009632376179529058,0.013819776179529057,3.5248806024446897,195.22415644309046,168
MH45,97,14.0,18.0,137.34,0.5384602415129047,0.0048546,0.0048772,0.9924,137.34,18.0,0.009806704468743252,0.014661304468743253,3.739521324879361,207.11195030101075,168
MH45,98,15.0,18.0,147.15,0.5769216873352551,0.0055706,0.0056003,0.9923,147.15,18.0,0.010015653968557602,0.015586253968557602,3.9754395125390127,220.17818838677604,168
MH45,99,5.0,19.0,49.050000000000004,0.17259706989531176,0.0005001,0.0005002,0.9928,49.050000000000004,19.0,0.009049784053914506,0.009549884053914506,2.7139615587253387,158.66236804855828,168
MH45,100,6.0,19.0,58.86,0.20711648387437412,0.00072,0.0007204,0.9927,58.86,19.0,0.009031946426911401,0.009751946426911401,2.771385241534724,162.0194448897223,168
MH45,101,7.0,19.0,68.67,0.24163589785343648,0.0009798,0.0009806,0.9926,68.67,19.0,0.009033125359103044,0.010012925359103043,2.845552297972962,166.35536511226545,168
MH45,102,8.0,19.0,78.48,0.2761553118324988,0.0012795,0.001281,0.9926,78.48,19.0,0.009051680276123233,0.010331180276123232,2.9359964966450987,171.6428721115596,168
MH45,103,9.0,19.0,88.29,0.3106747258115612,0.001619,0.0016216,0.9925,88.29,19.0,0.00908656969198594,0.01070556969198594,3.0423934410382123,177.86300116838777,168
MH45,104,10.0,19.0,98.10000000000001,0.3451941397906235,0.0019983,0.0020022,0.9925,98.10000000000001,19.0,0.009137351209085315,0.011135651209085315,3.164617407102756,185.00840226139186,168
MH45,105,11.0,19.0,107.91000000000001,0.3797135537696859,0.0024174,0.0024231,0.9924,107.91000000000001,19.0,0.00920418151819568,0.01162158151819568,3.3027129244618885,193.08167866084887,168
MH45,106,12.0,19.0,117.72,0.41423296774874824,0.0028762,0.0028842,0.9924,117.72,19.0,0.00928781639847154,0.01216401639847154,3.4568663576208003,202.0937255224468,168
MH45,107,13.0,19.0,127.53,0.44875238172781057,0.0033746,0.0033856,0.9924,127.53,19.0,0.009389610717447568,0.012764210717447568,3.627434324757384,212.0653912935086,168
MH45,108,14.0,19.0,137.34,0.48327179570687295,0.0039125,0.0039273,0.9924,137.34,19.0,0.009511518431038625,0.013424018431038624,3.81494369772224,223.02747771299244,168
MH45,109,15.0,19.0,147.15,0.5177912096859353,0.00449,0.0045094,0.9924,147.15,19.0,0.009656092583539737,0.014146092583539736,4.020148439620014,235.0240626239393,168
MH45,110,5.0,20.0,49.050000000000004,0.1557688555805189,0.0004074,0.0004073,0.9928,49.050000000000004,20.0,0.009026149608710694,0.009433549608710694,2.9705271094328354,182.80166827278984,168
MH45,111,6.0,20.0,58.86,0.18692262669662266,0.0005865,0.0005867,0.9927,58.86,20.0,0.008998135299019388,0.009584635299019388,3.018102429171965,185.72938025673628,168
MH45,112,7.0,20.0,68.67,0.21807639781272645,0.0007982,0.0007986,0.9927,68.67,20.0,0.008986903239861293,0.009785103239861294,3.081227708366256,189.6140128225388,168
MH45,113,8.0,20.0,78.48,0.2492301689288302,0.0010423,0.0010433,0.9926,78.48,20.0,0.008990985638806593,0.010033285638806592,3.15937777644565,194.42324778127076,168
MH45,114,9.0,20.0,88.29,0.280383940044934,0.001319,0.0013206,0.9925,88.29,20.0,0.009009305404133285,0.010328305404133285,3.2522764463071248,200.14008900351536,168
MH45,115,10.0,20.0,98.10000000000001,0.3115377111610378,0.001628,0.0016306,0.9925,98.10000000000001,20.0,0.009041176144827185,0.010669176144827184,3.3596131136320837,206.74542237735898,168
MH45,116,11.0,20.0,107.91000000000001,0.3426914822771416,0.0019695,0.0019733,0.9925,107.91000000000001,20.0,0.009086302170581914,0.011055802170581913,3.481357646533699,214.23739363284298,168
MH45,117,12.0,20.0,117.72,0.3738452533932453,0.0023434,0.0023487,0.9924,117.72,20.0,0.009144778491798905,0.011488178491798905,3.6175084738390377,222.6159060824023,168
MH45,118,13.0,20.0,127.53,0.4049990245093491,0.0027496,0.002757,0.9924,127.53,20.0,0.009217090819587407,0.011966690819587407,3.7681870519832645,231.88843396820081,168
MH45,119,14.0,20.0,137.34,0.4361527956254529,0.0031881,0.003198,0.9924,137.34,20.0,0.009304115565764479,0.012492215565764478,3.9336693539743766,242.07196024457699,168
MH45,120,15.0,20.0,147.15,0.46730656674155663,0.0036588,0.0036718,0.9924,147.15,20.0,0.009407119842854994,0.013065919842854995,4.114322891463735,253.18910101315294,168
MH45,121,5.0,21.0,49.050000000000004,0.14128694383720536,0.0003352,0.0003351,0.9929,49.050000000000004,21.0,0.009015239146149837,0.009350439146149837,3.2461530249186072,209.75142622551,168
MH45,122,6.0,21.0,58.86,0.1695443326046464,0.0004826,0.0004826,0.9928,58.86,21.0,0.008980058688435927,0.009462658688435927,3.2851118161532384,212.2687635052862,168
MH45,123,7.0,21.0,68.67,0.19780172137208749,0.0006568,0.000657,0.9927,68.67,21.0,0.0089596723188769,0.009616472318876901,3.3385106537827283,215.7191499367301,168
MH45,124,8.0,21.0,78.48,0.22605911013952856,0.0008576,0.0008582,0.9926,78.48,21.0,0.008952819748667218,0.009810419748667218,3.4058425754228216,220.06982795039772,168
MH45,125,9.0,21.0,88.29,0.2543164989069696,0.0010853,0.0010863,0.9926,88.29,21.0,0.008958501673599543,0.010043801673599542,3.486864806543629,225.30511057666521,168
MH45,126,10.0,21.0,98.10000000000001,0.2825738876744107,0.0013396,0.0013413,0.9925,98.10000000000001,21.0,0.008975979774064733,0.010315579774064733,3.5812168780498084,231.4017059662953,168
MH45,127,11.0,21.0,107.91000000000001,0.31083127644185177,0.0016207,0.0016232,0.9925,107.91000000000001,21.0,0.00900477671505184,0.010625476715051839,3.6888025087003795,238.35339286987062,168
MH45,128,12.0,21.0,117.72,0.3390886652092928,0.0019284,0.001932,0.9925,117.72,21.0,0.009044676146148109,0.01097307614614811,3.809477155856151,246.15083160916666,168
MH45,129,13.0,21.0,127.53,0.36734605397673387,0.0022627,0.0022677,0.9925,127.53,21.0,0.009095722701538982,0.011358422701538981,3.9432563149814333,254.79502342956948,168
MH45,130,14.0,21.0,137.34,0.39560344274417497,0.0026237,0.0026304,0.9924,137.34,21.0,0.009158222000008098,0.011781922000008098,4.090280803060423,264.29506727467344,168
MH45,131,15.0,21.0,147.15,0.423860831511616,0.0030112,0.00302,0.9924,147.15,21.0,0.009232740644937287,0.012243940644937288,4.250677892262725,274.6591868846683,168
MH45,132,5.0,22.0,49.050000000000004,0.1287345913888586,0.0002783,0.0002782,0.993,49.050000000000004,22.0,0.009011506397311284,0.009289806397311284,3.5395692709485256,239.6016121872848,168
MH45,133,6.0,22.0,58.86,0.1544815096666303,0.0004007,0.0004006,0.9929,58.86,22.0,0.008971251147784043,0.009371951147784044,3.5708677740720423,241.72028009103056,168
MH45,134,7.0,22.0,68.67,0.180228427944402,0.0005453,0.0005454,0.9928,68.67,22.0,0.008944033831168548,0.009489333831168548,3.6155925101192357,244.74780068499442,168
MH45,135,8.0,22.0,78.48,0.20597534622217373,0.0007121,0.0007124,0.9927,78.48,22.0,0.008928795811010755,0.009640895811010755,3.6733401211619006,248.65686974019016,168
MH45,136,9.0,22.0,88.29,0.23172226449994546,0.0009011,0.0009018,0.9926,88.29,22.0,0.008924656421539175,0.009825756421539175,3.7437750590336476,253.42477322689302,168
MH45,137,10.0,22.0,98.10000000000001,0.2574691827777172,0.0011123,0.0011134,0.9926,98.10000000000001,22.0,0.008930912967664874,0.010043212967664875,3.8266295853299006,259.03338731463947,168
MH45,138,11.0,22.0,107.91000000000001,0.2832161010554889,0.0013457,0.0013474,0.9925,107.91000000000001,22.0,0.00894704072498148,0.01029274072498148,3.9217037714078993,265.469178372227,168
MH45,139,12.0,22.0,117.72,0.3089630193332606,0.0016012,0.0016037,0.9925,117.72,22.0,0.008972692939765164,0.010573892939765165,4.028827396739368,272.7206237792803,168
MH45,140,13.0,22.0,127.53,0.3347099376110323,0.0018789,0.0018824,0.9925,127.53,22.0,0.009007700828974667,0.010886600828974666,4.147974253852502,280.785949491554,168
MH45,141,14.0,22.0,137.34,0.360456855888804,0.0021787,0.0021834,0.9925,137.34,22.0,0.00905207358025128,0.01123077358025128,4.2791097417426585,289.6628132871953,168
MH45,142,15.0,22.0,147.15,0.38620377416657575,0.0025006,0.0025068,0.9924,147.15,22.0,0.009105998351918849,0.01160659835191885,4.422305170814333,299.3560423320471,168
MH45,143,5.0,23.0,49.050000000000004,0.11778363370927705,0.000233,0.0002328,0.9931,49.050000000000004,23.0,0.009012141007052388,0.009245141007052388,3.850060930495834,272.46585046585903,168
MH45,144,6.0,23.0,58.86,0.14134036045113244,0.0003355,0.0003353,0.9929,58.86,23.0,0.00896839834823919,0.00930389834823919,3.874529929239126,274.1975026846151,168
MH45,145,7.0,23.0,68.67,0.16489708719298785,0.0004565,0.0004565,0.9928,68.67,23.0,0.008936151492434811,0.009392651492434812,3.911490426939006,276.81316867568347,168
MH45,146,8.0,23.0,78.48,0.18845381393484326,0.0005962,0.0005963,0.9927,78.48,23.0,0.008914520985420157,0.009510720985420157,3.9606594706214735,280.29282407475046,168
MH45,147,9.0,23.0,88.29,0.21201054067669867,0.0007544,0.0007548,0.9927,88.29,23.0,0.008902750961305814,0.009657150961305814,4.0216389980057246,284.60829832040514,168
MH45,148,10.0,23.0,98.10000000000001,0.2355672674185541,0.0009313,0.000932,0.9926,98.10000000000001,23.0,0.00890020914253206,0.00983150914253206,4.094248990751039,289.74685165315043,168
MH45,149,11.0,23.0,107.91000000000001,0.2591239941604095,0.0011267,0.0011278,0.9926,107.91000000000001,23.0,0.008906386839868864,0.010033086839868864,4.1781943212098955,295.68759811639256,168
MH45,150,12.0,23.0,117.72,0.28268072090226487,0.0013406,0.0013423,0.9925,117.72,23.0,0.008920898952415886,0.010261498952415887,4.2733146173631384,302.41918830569904,168
MH45,151,13.0,23.0,127.53,0.3062374476441203,0.0015731,0.0015755,0.9925,127.53,23.0,0.008943483967602467,0.010516583967602466,4.3795426186641055,309.93686224392127,168
MH45,152,14.0,23.0,137.34,0.3297941743859757,0.0018242,0.0018274,0.9925,137.34,23.0,0.008974003961187648,0.010798203961187648,4.496820887726925,318.23655513144394,168
MH45,153,15.0,23.0,147.15,0.35335090112783113,0.0020938,0.0020981,0.9925,147.15,23.0,0.009012444597260156,0.011106244597260156,4.6251018103265,327.31489734618305,168
MH45,154,5.0,24.0,49.050000000000004,0.10817281637536034,0.0001966,0.0001964,0.9931,49.050000000000004,24.0,0.009017074298052562,0.009213674298052562,4.177858536577949,308.5187842396024,168
MH45,155,6.0,24.0,58.86,0.1298073796504324,0.000283,0.0002828,0.993,58.86,24.0,0.008971180578627542,0.009254180578627542,4.196225748681482,309.87513221032486,168
